label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.0,0.0,-0.06888985633850098,-0.028606176376342773,-0.12738966941833496,-0.11755245923995972,-0.14994442462921143,-0.2028447985649109,-0.12137758731842041,-0.23257380723953247,-0.08727437257766724,-0.21939530968666077,-0.09148430824279785,-0.31115782260894775,-0.08545702695846558,-0.229984313249588,-0.08087146282196045,-0.18115827441215515,-0.045697569847106934,-0.23381367325782776,-0.051149189472198486,-0.32398730516433716,-0.0455470085144043,-0.2281394600868225,-0.04277127981185913,-0.18913832306861877,-0.0021845102310180664,-0.23701268434524536,-0.005401492118835449,-0.33413195610046387,-0.007632076740264893,-0.2439098060131073,-0.007847309112548828,-0.19572493433952332,0.04155832529067993,-0.22701141238212585,0.041366755962371826,-0.3038167357444763,0.029405176639556885,-0.24682679772377014,0.023608922958374023,-0.20703116059303284
A,0.0,0.0,-0.06963348388671875,-0.024547934532165527,-0.13087671995162964,-0.11232316493988037,-0.15560036897659302,-0.19765621423721313,-0.12655824422836304,-0.22618675231933594,-0.09255284070968628,-0.2120361030101776,-0.10031789541244507,-0.30436772108078003,-0.09001296758651733,-0.22639811038970947,-0.08405083417892456,-0.17694896459579468,-0.0515558123588562,-0.2291843295097351,-0.06053769588470459,-0.31857842206954956,-0.04951506853103638,-0.22755444049835205,-0.04712480306625366,-0.1883355975151062,-0.008877694606781006,-0.23521804809570312,-0.015328645706176758,-0.33479732275009155,-0.012925326824188232,-0.24919641017913818,-0.013239562511444092,-0.20008209347724915,0.03355163335800171,-0.22848132252693176,0.03258466720581055,-0.30625706911087036,0.02349376678466797,-0.2519895136356354,0.01690918207168579,-0.21146264672279358
A,0.0,0.0,-0.06957554817199707,-0.025172531604766846,-0.13206607103347778,-0.11274117231369019,-0.15553727746009827,-0.1976989209651947,-0.12447667121887207,-0.22656771540641785,-0.09203338623046875,-0.2140614092350006,-0.09894794225692749,-0.30439913272857666,-0.08937251567840576,-0.22636616230010986,-0.08358043432235718,-0.1755579710006714,-0.052124083042144775,-0.23167097568511963,-0.060172200202941895,-0.31915414333343506,-0.04873877763748169,-0.22817030549049377,-0.04560995101928711,-0.1872861385345459,-0.009930193424224854,-0.23839661478996277,-0.016384124755859375,-0.3358905017375946,-0.012530088424682617,-0.24984493851661682,-0.011895239353179932,-0.19994288682937622,0.03162360191345215,-0.23160094022750854,0.029624581336975098,-0.3077831268310547,0.02230757474899292,-0.25225624442100525,0.01746654510498047,-0.21129518747329712
A,0.0,0.0,-0.06995248794555664,-0.025151193141937256,-0.13120633363723755,-0.11199015378952026,-0.1561165452003479,-0.1968730092048645,-0.12624043226242065,-0.22689512372016907,-0.09501445293426514,-0.21260607242584229,-0.10139232873916626,-0.30405497550964355,-0.09096276760101318,-0.22599539160728455,-0.08528774976730347,-0.17566794157028198,-0.054033517837524414,-0.22982770204544067,-0.06183493137359619,-0.31800851225852966,-0.04975605010986328,-0.2265203893184662,-0.04750710725784302,-0.18572890758514404,-0.010856807231903076,-0.23650461435317993,-0.01733607053756714,-0.3335740268230438,-0.013049602508544922,-0.24747249484062195,-0.012762904167175293,-0.19711297750473022,0.03183811902999878,-0.22969600558280945,0.030171632766723633,-0.3066018223762512,0.02295762300491333,-0.25147193670272827,0.017460286617279053,-0.2102862298488617
A,0.0,0.0,-0.0374528169631958,-0.08162176609039307,-0.03734976053237915,-0.19139468669891357,-0.01745128631591797,-0.2716763913631439,0.019644320011138916,-0.3154926896095276,0.03353142738342285,-0.2384701371192932,0.04924881458282471,-0.2967815697193146,0.014048218727111816,-0.2373274564743042,0.0034392476081848145,-0.19782251119613647,0.06294351816177368,-0.20482397079467773,0.06733733415603638,-0.24929308891296387,0.02340596914291382,-0.1801835298538208,0.029501378536224365,-0.16091656684875488,0.08560323715209961,-0.1610020399093628,0.08567357063293457,-0.1933128833770752,0.04055750370025635,-0.1341114044189453,0.04504960775375366,-0.11895233392715454,0.10381805896759033,-0.11226171255111694,0.0940314531326294,-0.1376180648803711,0.058290183544158936,-0.10235196352005005,0.06090283393859863,-0.08849930763244629
A,0.0,0.0,-0.037583768367767334,-0.07959109544754028,-0.038970768451690674,-0.18776434659957886,-0.020290911197662354,-0.2672797739505768,0.016975581645965576,-0.3104727566242218,0.031239569187164307,-0.2335502803325653,0.04693669080734253,-0.2930842638015747,0.01232302188873291,-0.2342560589313507,0.001284182071685791,-0.19362735748291016,0.06114065647125244,-0.20018655061721802,0.06516081094741821,-0.2453763782978058,0.022650837898254395,-0.17722833156585693,0.02769237756729126,-0.1560634970664978,0.08424729108810425,-0.15684115886688232,0.08416634798049927,-0.19104501605033875,0.04028809070587158,-0.13253402709960938,0.04358416795730591,-0.11576718091964722,0.10281515121459961,-0.1084865927696228,0.092762291431427,-0.1354864239692688,0.05785328149795532,-0.1010776162147522,0.059587180614471436,-0.08660799264907837
A,0.0,0.0,0.07443135976791382,-0.008417844772338867,0.17203018069267273,-0.08659511804580688,0.2176242172718048,-0.17947131395339966,0.1837235391139984,-0.23943372070789337,0.1405656337738037,-0.22906944155693054,0.1497083604335785,-0.2699301838874817,0.13366714119911194,-0.18032091856002808,0.1253211796283722,-0.16402283310890198,0.09043851494789124,-0.2485133707523346,0.09716719388961792,-0.26631635427474976,0.08696731925010681,-0.15291491150856018,0.08444535732269287,-0.15802335739135742,0.04016128182411194,-0.2477046251296997,0.04036495089530945,-0.2508121728897095,0.04283803701400757,-0.15160343050956726,0.04305586218833923,-0.15267768502235413,-0.012911155819892883,-0.2392669916152954,-0.010257139801979065,-0.22218114137649536,-0.0024929940700531006,-0.15340936183929443,-0.0005738437175750732,-0.14984658360481262
A,0.0,0.0,0.0755348801612854,-0.00378572940826416,0.17518016695976257,-0.08298233151435852,0.22212660312652588,-0.1772695779800415,0.18528756499290466,-0.2365705668926239,0.14285153150558472,-0.21860933303833008,0.15218621492385864,-0.2677278220653534,0.1359308660030365,-0.17846521735191345,0.1289348304271698,-0.15938842296600342,0.09223932027816772,-0.23683591187000275,0.10083770751953125,-0.26603372395038605,0.08928540349006653,-0.15120217204093933,0.08789932727813721,-0.1561223566532135,0.04258912801742554,-0.23699146509170532,0.044201046228408813,-0.25179189443588257,0.04481768608093262,-0.15126219391822815,0.04527449607849121,-0.15258526802062988,-0.010220646858215332,-0.23107008635997772,-0.008201390504837036,-0.22075486183166504,-0.0012837052345275879,-0.15208691358566284,0.0014324486255645752,-0.1496494710445404
A,0.0,0.0,0.07229948043823242,-0.008241713047027588,0.17172428965568542,-0.085211843252182,0.21916112303733826,-0.17710193991661072,0.18598729372024536,-0.2376151978969574,0.14123564958572388,-0.22290655970573425,0.15124478936195374,-0.26699748635292053,0.13187631964683533,-0.1757221221923828,0.1265958845615387,-0.16301605105400085,0.09167596697807312,-0.24343626201152802,0.09868228435516357,-0.2645862251520157,0.08503735065460205,-0.15219831466674805,0.08649030327796936,-0.16298431158065796,0.04196241497993469,-0.24417370557785034,0.041739046573638916,-0.24936050176620483,0.040859073400497437,-0.15391266345977783,0.045112043619155884,-0.16355767846107483,-0.00965932011604309,-0.23958559334278107,-0.01142042875289917,-0.21936136484146118,-0.004882365465164185,-0.1537477970123291,0.0009223073720932007,-0.15731501579284668
A,0.0,0.0,0.07547006011009216,-0.05817365646362305,0.11397600173950195,-0.1819140911102295,0.11908262968063354,-0.28423357009887695,0.09760358929634094,-0.362463042140007,0.04598003625869751,-0.33168527483940125,0.06470140814781189,-0.3460756689310074,0.08115845918655396,-0.2463700771331787,0.08302351832389832,-0.18034428358078003,-0.010643407702445984,-0.3197823762893677,0.020030885934829712,-0.30365902185440063,0.04253655672073364,-0.19774988293647766,0.04954248666763306,-0.13834354281425476,-0.05893400311470032,-0.27747535705566406,-0.018281877040863037,-0.21745994687080383,0.009361296892166138,-0.12695163488388062,0.019425511360168457,-0.08735913038253784,-0.09760817885398865,-0.21936464309692383,-0.05509990453720093,-0.15302816033363342,-0.028934180736541748,-0.09412926435470581,-0.01822887361049652,-0.08059251308441162
